"Region Code","Timestamp (Hour Ending)","Total CAL Demand (MWh)"
CAL,"12/24/2019 2 a.m. PST",26111
CAL,"12/24/2019 3 a.m. PST",25599
CAL,"12/24/2019 4 a.m. PST",25429
CAL,"12/24/2019 5 a.m. PST",25812
CAL,"12/24/2019 6 a.m. PST",27022
CAL,"12/24/2019 7 a.m. PST",28887
CAL,"12/24/2019 8 a.m. PST",30027
CAL,"12/24/2019 9 a.m. PST",30012
CAL,"12/24/2019 10 a.m. PST",29176
CAL,"12/24/2019 11 a.m. PST",28617
CAL,"12/24/2019 12 p.m. PST",28155
CAL,"12/24/2019 1 p.m. PST",27958
CAL,"12/24/2019 2 p.m. PST",28256
CAL,"12/24/2019 3 p.m. PST",28290
CAL,"12/24/2019 4 p.m. PST",29084
CAL,"12/24/2019 5 p.m. PST",30765
CAL,"12/24/2019 6 p.m. PST",33125
CAL,"12/24/2019 7 p.m. PST",32461
CAL,"12/24/2019 8 p.m. PST",31489
CAL,"12/24/2019 9 p.m. PST",30791
CAL,"12/24/2019 10 p.m. PST",30142
CAL,"12/24/2019 11 p.m. PST",28988
CAL,"12/25/2019 12 a.m. PST",27491
CAL,"12/25/2019 1 a.m. PST",26218
CAL,"12/25/2019 2 a.m. PST",25390
CAL,"12/25/2019 3 a.m. PST",24860
CAL,"12/25/2019 4 a.m. PST",24441
CAL,"12/25/2019 5 a.m. PST",24508
CAL,"12/25/2019 6 a.m. PST",25081
CAL,"12/25/2019 7 a.m. PST",25964
CAL,"12/25/2019 8 a.m. PST",26484
CAL,"12/25/2019 9 a.m. PST",26429
CAL,"12/25/2019 10 a.m. PST",25894
CAL,"12/25/2019 11 a.m. PST",26068
CAL,"12/25/2019 12 p.m. PST",26067
CAL,"12/25/2019 1 p.m. PST",26303
CAL,"12/25/2019 2 p.m. PST",26354
CAL,"12/25/2019 3 p.m. PST",26649
CAL,"12/25/2019 4 p.m. PST",27097
CAL,"12/25/2019 5 p.m. PST",28874
CAL,"12/25/2019 6 p.m. PST",31113
CAL,"12/25/2019 7 p.m. PST",31134
CAL,"12/25/2019 8 p.m. PST",30939
CAL,"12/25/2019 9 p.m. PST",30710
CAL,"12/25/2019 10 p.m. PST",29989
CAL,"12/25/2019 11 p.m. PST",28601
CAL,"12/26/2019 12 a.m. PST",26994
CAL,"12/26/2019 1 a.m. PST",25654
CAL,"12/26/2019 2 a.m. PST",24960
CAL,"12/26/2019 3 a.m. PST",24724
CAL,"12/26/2019 4 a.m. PST",24714
CAL,"12/26/2019 5 a.m. PST",25298
CAL,"12/26/2019 6 a.m. PST",26438
CAL,"12/26/2019 7 a.m. PST",28624
CAL,"12/26/2019 8 a.m. PST",30184
CAL,"12/26/2019 9 a.m. PST",31085
CAL,"12/26/2019 10 a.m. PST",30908
CAL,"12/26/2019 11 a.m. PST",30502
CAL,"12/26/2019 12 p.m. PST",30199
CAL,"12/26/2019 1 p.m. PST",29660
CAL,"12/26/2019 2 p.m. PST",29625
CAL,"12/26/2019 3 p.m. PST",29870
CAL,"12/26/2019 4 p.m. PST",30611
CAL,"12/26/2019 5 p.m. PST",32493
CAL,"12/26/2019 6 p.m. PST",35461
CAL,"12/26/2019 7 p.m. PST",35796
CAL,"12/26/2019 8 p.m. PST",35288
CAL,"12/26/2019 9 p.m. PST",34653
CAL,"12/26/2019 10 p.m. PST",33480
CAL,"12/26/2019 11 p.m. PST",31331
CAL,"12/27/2019 12 a.m. PST",29155
CAL,"12/27/2019 1 a.m. PST",27650
CAL,"12/27/2019 2 a.m. PST",26769
CAL,"12/27/2019 3 a.m. PST",26348
CAL,"12/27/2019 4 a.m. PST",26131
CAL,"12/27/2019 5 a.m. PST",26520
CAL,"12/27/2019 6 a.m. PST",27786
CAL,"12/27/2019 7 a.m. PST",30045
CAL,"12/27/2019 8 a.m. PST",31234
CAL,"12/27/2019 9 a.m. PST",30691
CAL,"12/27/2019 10 a.m. PST",29616
CAL,"12/27/2019 11 a.m. PST",28440
CAL,"12/27/2019 12 p.m. PST",27612
CAL,"12/27/2019 1 p.m. PST",27110
CAL,"12/27/2019 2 p.m. PST",27253
CAL,"12/27/2019 3 p.m. PST",27372
CAL,"12/27/2019 4 p.m. PST",28686
CAL,"12/27/2019 5 p.m. PST",31203
CAL,"12/27/2019 6 p.m. PST",34377
CAL,"12/27/2019 7 p.m. PST",34747
CAL,"12/27/2019 8 p.m. PST",34391
CAL,"12/27/2019 9 p.m. PST",33816
CAL,"12/27/2019 10 p.m. PST",32765
CAL,"12/27/2019 11 p.m. PST",30964
CAL,"12/28/2019 12 a.m. PST",28914
CAL,"12/28/2019 1 a.m. PST",27401
CAL,"12/28/2019 2 a.m. PST",26374
CAL,"12/28/2019 3 a.m. PST",25682
CAL,"12/28/2019 4 a.m. PST",25446
CAL,"12/28/2019 5 a.m. PST",25627
CAL,"12/28/2019 6 a.m. PST",26504
CAL,"12/28/2019 7 a.m. PST",27864
CAL,"12/28/2019 8 a.m. PST",28432
CAL,"12/28/2019 9 a.m. PST",28055
CAL,"12/28/2019 10 a.m. PST",27119
CAL,"12/28/2019 11 a.m. PST",26441
CAL,"12/28/2019 12 p.m. PST",25776
CAL,"12/28/2019 1 p.m. PST",25238
CAL,"12/28/2019 2 p.m. PST",25040
CAL,"12/28/2019 3 p.m. PST",25491
CAL,"12/28/2019 4 p.m. PST",26591
CAL,"12/28/2019 5 p.m. PST",29076
CAL,"12/28/2019 6 p.m. PST",32547
CAL,"12/28/2019 7 p.m. PST",33078
CAL,"12/28/2019 8 p.m. PST",32824
CAL,"12/28/2019 9 p.m. PST",32378
CAL,"12/28/2019 10 p.m. PST",31446
CAL,"12/28/2019 11 p.m. PST",29841
CAL,"12/29/2019 12 a.m. PST",28020
CAL,"12/29/2019 1 a.m. PST",26596
CAL,"12/29/2019 2 a.m. PST",25559
CAL,"12/29/2019 3 a.m. PST",24924
CAL,"12/29/2019 4 a.m. PST",24620
CAL,"12/29/2019 5 a.m. PST",24670
CAL,"12/29/2019 6 a.m. PST",25224
CAL,"12/29/2019 7 a.m. PST",26243
CAL,"12/29/2019 8 a.m. PST",26590
CAL,"12/29/2019 9 a.m. PST",26644
CAL,"12/29/2019 10 a.m. PST",26679
CAL,"12/29/2019 11 a.m. PST",26329
CAL,"12/29/2019 12 p.m. PST",26100
CAL,"12/29/2019 1 p.m. PST",26516
CAL,"12/29/2019 2 p.m. PST",26446
CAL,"12/29/2019 3 p.m. PST",27062
CAL,"12/29/2019 4 p.m. PST",28152
CAL,"12/29/2019 5 p.m. PST",30182
CAL,"12/29/2019 6 p.m. PST",33071
CAL,"12/29/2019 7 p.m. PST",33337
CAL,"12/29/2019 8 p.m. PST",32980
CAL,"12/29/2019 9 p.m. PST",32238
CAL,"12/29/2019 10 p.m. PST",31114
CAL,"12/29/2019 11 p.m. PST",29178
CAL,"12/30/2019 12 a.m. PST",27145
CAL,"12/30/2019 1 a.m. PST",25776
CAL,"12/30/2019 2 a.m. PST",24822
CAL,"12/30/2019 3 a.m. PST",24281
CAL,"12/30/2019 4 a.m. PST",24193
CAL,"12/30/2019 5 a.m. PST",24807
CAL,"12/30/2019 6 a.m. PST",26360
CAL,"12/30/2019 7 a.m. PST",28731
CAL,"12/30/2019 8 a.m. PST",30227
CAL,"12/30/2019 9 a.m. PST",30759
CAL,"12/30/2019 10 a.m. PST",30377
CAL,"12/30/2019 11 a.m. PST",29723
CAL,"12/30/2019 12 p.m. PST",29058
CAL,"12/30/2019 1 p.m. PST",28636
CAL,"12/30/2019 2 p.m. PST",28387
CAL,"12/30/2019 3 p.m. PST",28587
CAL,"12/30/2019 4 p.m. PST",29579
CAL,"12/30/2019 5 p.m. PST",31528
CAL,"12/30/2019 6 p.m. PST",34610
CAL,"12/30/2019 7 p.m. PST",34911
CAL,"12/30/2019 8 p.m. PST",34425
CAL,"12/30/2019 9 p.m. PST",33655
CAL,"12/30/2019 10 p.m. PST",32355
CAL,"12/30/2019 11 p.m. PST",30254
